episode,symbol,entry_time,exit_time,pnl_pct,pnl_usd,duration_hours,entry_fees_usd,exit_fees_usd,position_size_usd
1,STBLUSDT,2025-09-18 22:21:23.066472769+00:00,2025-09-18 23:21:23.066472769+00:00,-0.11823468615769846,-3.94903851766713,1.0,0.33400000000000013,0.6680000000000003,1670.0000000000005
1,STBLUSDT,2025-09-19 00:21:23.066472769+00:00,2025-09-19 01:21:23.066472769+00:00,0.01423920592788695,0.4750271662647221,1.0,0.3336050961482334,0.6672101922964668,1668.025480741167
1,ATHUSDT,2025-09-19 20:21:23.066472769+00:00,2025-09-20 00:21:23.066472769+00:00,-0.07939655367615768,-2.6490866474963357,4.0,0.33365259886485993,0.6673051977297199,1668.2629943242996
1,STBLUSDT,2025-09-19 22:21:23.066472769+00:00,2025-09-20 01:21:23.066472769+00:00,0.0,0.0,3.0,0.0,0.0,0.0
1,STBLUSDT,2025-09-18 21:21:23.066472769+00:00,2025-09-20 05:21:23.066472769+00:00,-0.0034734351509312015,-0.231330781052018,32.0,0.6659999999999999,1.3319999999999999,3329.9999999999995
1,IPUSDT,2025-09-20 10:21:23.066472769+00:00,2025-09-20 12:21:23.066472769+00:00,-0.01744051832816651,-0.5821431582252117,2.0,0.3337877620787497,0.6675755241574994,1668.9388103937486
1,ASTERUSDT,2025-09-20 11:21:23.066472769+00:00,2025-09-20 13:21:23.066472769+00:00,0.0,0.0,2.0,0.0,0.0,0.0
1,STBLUSDT,2025-09-20 23:21:23.066472769+00:00,2025-09-21 04:21:23.066472769+00:00,-0.05041105130246083,-1.6823657353423982,5.0,0.3337295477629273,0.6674590955258546,1668.6477388146363
1,MYXUSDT,2025-09-20 09:21:23.066472769+00:00,2025-09-21 06:21:23.066472769+00:00,0.058278480472139786,3.878880425263773,21.0,0.6655767950432553,1.3311535900865106,3327.883975216276
2,DOODUSDT,2025-10-15 17:05:19.798301697+00:00,2025-10-15 21:05:19.798301697+00:00,-0.0464121899141286,-3.0910518482809644,4.0,0.6659999999999999,1.3319999999999999,3329.9999999999995
2,MOODENGUSDT,2025-10-15 18:05:19.798301697+00:00,2025-10-16 00:05:19.798301697+00:00,-0.058095525724163447,-1.9403905591870596,6.0,0.33400000000000013,0.6680000000000003,1670.0000000000005
2,MIRAUSDT,2025-10-16 03:05:19.798301697+00:00,2025-10-16 04:05:19.798301697+00:00,-0.07543621057138798,-2.5183017262349408,1.0,0.33383194982359066,0.6676638996471813,1669.1597491179532
