episode,symbol,entry_time,exit_time,pnl_pct,pnl_usd,duration_hours,entry_fees_usd,exit_fees_usd,position_size_usd
1,BLESSUSDT,2025-10-24 02:33:59.450288773+00:00,2025-10-24 05:33:59.450288773+00:00,6.553628356661738e-05,0.002188911871125021,3.0,0.33400000000000013,0.6680000000000003,1670.0000000000005
1,DOODUSDT,2025-10-24 09:33:59.450288773+00:00,2025-10-24 15:33:59.450288773+00:00,0.020083265442350395,0.6707815053794847,6.0,0.3340002188911872,0.6680004377823744,1670.0010944559358
1,HUSDT,2025-10-24 16:33:59.450288773+00:00,2025-10-24 17:33:59.450288773+00:00,0.049426859716832104,1.6511897426862627,1.0,0.33406729704172516,0.6681345940834503,1670.3364852086256
1,4USDT,2025-10-24 10:33:59.450288773+00:00,2025-10-24 22:33:59.450288773+00:00,0.0,0.0,12.0,0.0,0.0,0.0
1,FUSDT,2025-10-24 18:33:59.450288773+00:00,2025-10-25 00:33:59.450288773+00:00,-2.841272804216795,-94.9645473913917,6.0,0.33423241601599374,0.6684648320319875,1671.1620800799687
1,FUSDT,2025-10-25 00:33:59.450288773+00:00,2025-10-25 04:33:59.450288773+00:00,1.780263173164565,57.81154728633785,4.0,0.3247359612768546,0.6494719225537092,1623.679806384273
1,APRUSDT,2025-10-24 23:33:59.450288773+00:00,2025-10-25 07:33:59.450288773+00:00,0.0,0.0,8.0,0.0,0.0,0.0
1,B2USDT,2025-10-24 01:33:59.450288773+00:00,2025-10-25 08:33:59.450288773+00:00,-0.038056919868123776,-2.534590863217043,31.0,0.6659999999999999,1.3319999999999999,3329.9999999999995
1,BIOUSDT,2025-10-25 10:33:59.450288773+00:00,2025-10-25 11:33:59.450288773+00:00,0.01662830881227902,0.0037163362381458995,1.0,0.0022349454055132813,0.0044698908110265625,11.174727027566405
1,TREEUSDT,2025-10-25 05:33:59.450288773+00:00,2025-10-25 12:33:59.450288773+00:00,0.00531027569442886,0.17551370077166684,7.0,0.33051711600548833,0.6610342320109767,1652.5855800274417
1,BIOUSDT,2025-10-25 15:33:59.450288773+00:00,2025-10-25 18:33:59.450288773+00:00,-0.3867950671234982,-12.871378845837034,3.0,0.3327699844147026,0.6655399688294052,1663.849922073513
1,DOODUSDT,2025-10-25 09:33:59.450288773+00:00,2025-10-25 23:33:59.450288773+00:00,0.011558404328005683,0.7669135297203529,14.0,0.6635115955081649,1.3270231910163297,3317.557977540824
1,BLESSUSDT,2025-10-25 17:33:59.450288773+00:00,2025-10-26 02:33:59.450288773+00:00,0.0,0.0,9.0,0.0,0.0,0.0
1,KAITOUSDT,2025-10-26 03:33:59.450288773+00:00,2025-10-26 04:33:59.450288773+00:00,-0.09723435577942348,-3.231620360373985,1.0,0.3323537585526795,0.664707517105359,1661.7687927633974
1,TREEUSDT,2025-10-26 01:33:59.450288773+00:00,2025-10-26 06:33:59.450288773+00:00,-0.017183589598296686,-1.1387863388886643,5.0,0.6627173748385763,1.3254347496771526,3313.586874192881
1,COAIUSDT,2025-10-26 10:33:59.450288773+00:00,2025-10-26 13:33:59.450288773+00:00,0.12395141064463985,8.210867504612816,3.0,0.6624263057524055,1.324852611504811,3312.1315287620273
1,FUSDT,2025-10-26 05:33:59.450288773+00:00,2025-10-26 18:33:59.450288773+00:00,1.0740714448363158,35.662458253049365,13.0,0.3320305965166422,0.6640611930332844,1660.1529825832108
1,MAVIAUSDT,2025-10-26 20:33:59.450288773+00:00,2025-10-27 00:33:59.450288773+00:00,0.011056588840520612,0.3713588493765081,4.0,0.33587108531660137,0.6717421706332027,1679.3554265830066
1,MERLUSDT,2025-10-26 14:33:59.450288773+00:00,2025-10-27 00:33:59.450288773+00:00,-0.045330498540495756,-3.0052903387076517,10.0,0.6629731495282126,1.3259462990564252,3314.865747641063
1,BIOUSDT,2025-10-26 11:33:59.450288773+00:00,2025-10-27 00:33:59.450288773+00:00,0.0582062363248393,0.0010313589340023447,13.0,0.00017719045228186588,0.00035438090456373176,0.8859522614093294
2,AIAUSDT,2025-10-23 12:26:32.109405279+00:00,2025-10-23 13:26:32.109405279+00:00,-0.8447619126330652,-56.26114338136214,1.0,0.6659999999999999,1.3319999999999999,3329.9999999999995
2,AIAUSDT,2025-10-23 16:26:32.109405279+00:00,2025-10-23 20:26:32.109405279+00:00,0.0,0.0,4.0,0.0,0.0,0.0
2,APRUSDT,2025-10-23 15:26:32.109405279+00:00,2025-10-23 22:26:32.109405279+00:00,0.015807911916691942,0.5250137582131684,7.0,0.3321208778110626,0.6642417556221252,1660.6043890553128
2,0GUSDT,2025-10-23 14:26:32.109405279+00:00,2025-10-23 23:26:32.109405279+00:00,-0.21760683470733114,-14.411078081382216,9.0,0.6622530078508013,1.3245060157016026,3311.2650392540063
2,0GUSDT,2025-10-24 03:26:32.109405279+00:00,2025-10-24 09:26:32.109405279+00:00,0.0,0.0,6.0,0.0,0.0,0.0
2,OMUSDT,2025-10-24 00:26:32.109405279+00:00,2025-10-24 15:26:32.109405279+00:00,0.05044913766197033,3.336343719807553,15.0,0.6613281959668782,1.3226563919337564,3306.6409798343907
2,FUSDT,2025-10-24 10:26:32.109405279+00:00,2025-10-24 22:26:32.109405279+00:00,0.0,0.0,12.0,0.0,0.0,0.0
2,BIOUSDT,2025-10-24 23:26:32.109405279+00:00,2025-10-25 01:26:32.109405279+00:00,-0.11115758418281196,-0.0012386720923769252,2.0,0.00011143388024156593,0.00022286776048313186,0.5571694012078297
2,HUSDT,2025-10-24 16:26:32.109405279+00:00,2025-10-25 03:26:32.109405279+00:00,0.14331681104536662,9.481129316624704,11.0,0.6615503964586174,1.3231007929172347,3307.7519822930867
2,AVNTUSDT,2025-10-24 02:26:32.109405279+00:00,2025-10-25 07:26:32.109405279+00:00,0.038118949500629544,1.2642419608415758,29.0,0.3316570832626688,0.6633141665253376,1658.2854163133438
2,FUSDT,2025-10-25 08:26:32.109405279+00:00,2025-10-25 11:26:32.109405279+00:00,-0.8696397825962763,-28.853213729545992,3.0,0.33178350745875296,0.6635670149175059,1658.9175372937648
2,COAIUSDT,2025-10-25 12:26:32.109405279+00:00,2025-10-25 14:26:32.109405279+00:00,0.8228368058415958,27.06295328859331,2.0,0.32889818608579835,0.6577963721715967,1644.4909304289918
2,KAITOUSDT,2025-10-25 05:26:32.109405279+00:00,2025-10-25 17:26:32.109405279+00:00,-0.09150517787305347,-6.059305947463919,12.0,0.6621817571755433,1.3243635143510866,3310.908785877716
2,COAIUSDT,2025-10-25 18:26:32.109405279+00:00,2025-10-25 20:26:32.109405279+00:00,0.02272063404791343,1.5031422250688125,2.0,0.6615758265807969,1.3231516531615939,3307.8791329039846
2,BLESSUSDT,2025-10-25 15:26:32.109405279+00:00,2025-10-26 02:26:32.109405279+00:00,-0.051543565693951805,-1.7092077372205234,11.0,0.33160448141465776,0.6632089628293155,1658.0224070732888
2,OPENUSDT,2025-10-25 06:26:32.109405279+00:00,2025-10-26 06:26:32.109405279+00:00,-0.13674961894474236,-0.005853734653203407,24.0,0.0004280622277688963,0.0008561244555377926,2.1403111388444813
2,COAIUSDT,2025-10-25 22:26:32.109405279+00:00,2025-10-26 09:26:32.109405279+00:00,0.3042745296976414,20.134641028156047,11.0,0.6617261408033038,1.3234522816066077,3308.630704016519
2,COAIUSDT,2025-10-26 10:26:32.109405279+00:00,2025-10-26 11:26:32.109405279+00:00,-0.017817882496497493,-1.1814503842990054,1.0,0.6630700278393049,1.3261400556786098,3315.350139196524
2,COAIUSDT,2025-10-26 07:26:32.109405279+00:00,2025-10-26 11:26:32.109405279+00:00,-0.7371379968467323,-0.03151094320796209,4.0,0.0004274768543034952,0.0008549537086069905,2.137384271517476
2,COAIUSDT,2025-10-26 03:26:32.109405279+00:00,2025-10-26 11:26:32.109405279+00:00,0.1764580442609307,5.848411791313611,8.0,0.33143356064093576,0.6628671212818715,1657.1678032046789
3,BIOUSDT,2025-10-24 11:28:59.512140273+00:00,2025-10-24 15:28:59.512140273+00:00,0.007524574927290742,0.5011366901575633,4.0,0.6659999999999999,1.3319999999999999,3329.9999999999995
3,HUSDT,2025-10-24 16:28:59.512140273+00:00,2025-10-24 22:28:59.512140273+00:00,-0.050491423193857674,-3.3628973033882277,6.0,0.6660333757035645,1.332066751407129,3330.166878517822
3,BIOUSDT,2025-10-24 23:28:59.512140273+00:00,2025-10-25 01:28:59.512140273+00:00,-0.11115758418281194,-7.399727987432143,2.0,0.6656970859732256,1.3313941719464513,3328.485429866128
3,BIOUSDT,2025-10-24 17:28:59.512140273+00:00,2025-10-25 03:28:59.512140273+00:00,-0.09348542437233913,-0.00015647558033428594,10.0,1.6737965451284256e-05,3.347593090256851e-05,0.08368982725642127
3,WALUSDT,2025-10-24 14:28:59.512140273+00:00,2025-10-25 07:28:59.512140273+00:00,-0.03057646190739715,-1.021253827707065,17.0,0.33400000000000013,0.6680000000000003,1670.0000000000005
3,FUSDT,2025-10-25 08:28:59.512140273+00:00,2025-10-25 11:28:59.512140273+00:00,-0.8696397825962763,-29.037087509148613,3.0,0.3338978746172295,0.667795749234459,1669.4893730861472
3,COAIUSDT,2025-10-25 12:28:59.512140273+00:00,2025-10-25 14:28:59.512140273+00:00,0.8228368058415958,27.235418219364163,2.0,0.33099416586631464,0.6619883317326293,1654.970829331573
3,KAITOUSDT,2025-10-25 05:28:59.512140273+00:00,2025-10-25 17:28:59.512140273+00:00,-0.0915051778730532,-6.084854909765625,12.0,0.6649738354923755,1.329947670984751,3324.869177461878
3,COAIUSDT,2025-10-25 18:28:59.512140273+00:00,2025-10-25 20:28:59.512140273+00:00,0.022720634047913343,1.509480199149565,2.0,0.664365350001399,1.328730700002798,3321.8267500069946
