episode,entry_datetime,exit_datetime,symbol,long_exchange,short_exchange,status,position_size_usd,leverage,margin_used_usd,entry_long_price,entry_short_price,exit_long_price,exit_short_price,long_funding_rate,short_funding_rate,funding_earned_usd,long_funding_earned_usd,short_funding_earned_usd,entry_fees_usd,exit_fees_usd,total_fees_usd,realized_pnl_usd,realized_pnl_pct,unrealized_pnl_usd,unrealized_pnl_pct,hours_held
1,2025-12-30 01:30:00+00:00,2025-12-30 02:15:00+00:00,0GUSDT,Bybit,Binance,closed,100.0,2.0,200.0,1.0158,1.0035,0.9879,0.9781,-0.00126714,-0.0058243,0.8639607131184073,0.8639607131184073,0.0,0.08,0.2141930371911058,0.2941930371911058,0.07454655969891641,0.037273279849458205,0.07454655969891641,0.037273279849458205,0.75
1,2025-12-30 03:30:00+00:00,2025-12-30 05:10:00+00:00,FLOWUSDT,Binance,Bybit,closed,100.0074546559699,2.0,200.0149093119398,0.093,0.0957,0.096,0.102,-0.00065123,-0.00071536,0.8728147775000101,0.17161775281378627,0.7011970246862238,0.08000596372477592,0.23085981583540272,0.31086577956017863,-6.433802997072366,-3.2166617074721757,-6.433802997072366,-3.2166617074721757,1.6666666666666667
1,2025-12-30 06:30:00+00:00,2025-12-30 08:45:00+00:00,FLOWUSDT,Bybit,Binance,closed,99.36407435626266,2.0,198.72814871252532,0.1057,0.101,0.1052,0.102,-0.00093772,-0.00036914,0.253674545505987,0.5549127688080461,-0.30123822330205907,0.07949125948501014,0.2191297515943821,0.29862101107939226,-2.9292447052326747,-1.473995870343481,-2.9292447052326747,-1.473995870343481,2.25
1,2025-12-30 09:30:00+00:00,2025-12-30 10:15:00+00:00,ZRXUSDT,Bybit,Binance,closed,99.0711498857394,2.0,198.1422997714788,0.16379,0.16,0.17001,0.1665,-0.0039124,-0.00348574,0.4251573223161532,1.1480615026131473,-0.7229041802969941,0.07925691990859153,0.2265188913360832,0.30577581124467473,-0.22330877544765187,-0.11270121307020158,-0.22330877544765187,-0.11270121307020158,0.75
1,2025-12-30 10:30:00+00:00,2025-12-30 11:05:00+00:00,ZRXUSDT,Bybit,Binance,closed,297.14645702458387,2.0,594.2929140491677,0.17908,0.1712,0.17679,0.1723,-0.00538439,-0.00555922,4.5033804048749,7.665021856547751,-3.1616414516728515,0.2377171656196671,0.6515013266585771,0.8892184922782442,-7.888938342209107,-1.3274495043964851,-7.888938342209107,-1.3274495043964851,0.5833333333333334
1,2025-12-30 11:30:00+00:00,2025-12-30 12:20:00+00:00,ZRXUSDT,Bybit,Binance,closed,196.51985034794745,2.0,393.0397006958949,0.17929,0.1736,0.1727,0.1687,-0.0047564,-0.00458918,1.2852667703736125,3.2995295839188996,-2.014262813545287,0.15721588027835798,0.418266681400256,0.575482561678614,-3.054771852264855,-0.7772171225594362,-3.054771852264855,-0.7772171225594362,0.8333333333333334
1,2025-12-30 12:35:00+00:00,2025-12-30 16:05:00+00:00,FLOWUSDT,Bybit,Binance,closed,97.95444798874723,2.0,195.90889597749447,0.1007,0.096,0.1002,0.098,-0.00030534,3.177e-05,1.0970205910188402,1.4460151484193213,-0.348994557400481,0.07836355839099779,0.21714314947134392,0.2955067078623417,-4.178376711085867,-2.1328162206405716,-4.178376711085867,-2.1328162206405716,3.5
1,2025-12-30 16:55:00+00:00,2025-12-31 00:40:00+00:00,ZRXUSDT,Bybit,Binance,closed,195.0732206352773,2.0,390.1464412705546,0.16695,0.1642,0.15677,0.1553,-0.00283937,-0.00234198,6.488068496841448,16.847672190742067,-10.359603693900619,0.15605857650822183,0.4044339420807253,0.5604925185889471,2.9114959853411286,0.7462572196889771,2.9114959853411286,0.7462572196889771,7.75
1,2025-12-31 05:30:00+00:00,2025-12-31 07:05:00+00:00,FLOWUSDT,Bybit,Binance,closed,97.82775991617277,2.0,195.65551983234553,0.10154,0.095,0.10045,0.098,-0.00015986,-0.00099824,0.3501477324742953,0.6056390586142572,-0.25549132613996184,0.07826220793293821,0.21731261677929106,0.2955748247122293,-8.088615004258846,-4.134110303246168,-8.088615004258846,-4.134110303246168,1.5833333333333333
1,2025-12-31 07:30:00+00:00,2025-12-31 23:45:00+00:00,RIVERUSDT,Bybit,Binance,closed,97.01889841574689,2.0,194.03779683149378,5.966,5.85,11.736,10.87,-0.01278415,-0.01108881,24.65101897524027,55.19009986364317,-30.5390808884029,0.07761511873259752,0.40834971891418614,0.48596483764678367,48.7974758748346,25.14843843398783,48.7974758748346,25.14843843398783,16.25
1,2025-12-31 23:50:00+00:00,2026-01-01 01:20:00+00:00,LIGHTUSDT,Bybit,Binance,closed,203.79729200646068,2.0,407.59458401292136,1.7201,1.6305,1.7795,1.683,-0.00922144,-0.00898243,2.94806134097678,10.7171485159686,-7.769087174991819,0.16303783360516855,0.46332772394771515,0.6263655575528837,4.000441458639804,0.9814756170835146,4.000441458639804,0.9814756170835146,1.5
1,2026-01-01 01:30:00+00:00,2026-01-01 02:10:00+00:00,RIVERUSDT,Binance,Bybit,closed,306.89607044728297,2.0,613.7921408945659,10.57,11.14,9.696,10.052,-0.00465924,-0.00457824,2.645066420323958,3.1648785762585883,-0.5198121559346304,0.24551685635782639,0.6141540266340155,0.8596708829918419,13.885949950177563,2.2623212362966405,13.885949950177563,2.2623212362966405,0.6666666666666666
1,2026-01-01 03:30:00+00:00,2026-01-01 03:55:00+00:00,RIVERUSDT,Binance,Bybit,closed,103.6872851441121,2.0,207.3745702882242,9.007,9.222,8.838,9.075,-0.00420594,-0.00214272,0.0,0.0,0.0,0.08294982811528968,0.2241577017571044,0.3071075298723941,-0.8076550691055923,-0.3894667836963109,-0.8076550691055923,-0.3894667836963109,0.4166666666666667
1,2026-01-01 04:30:00+00:00,2026-01-01 09:05:00+00:00,FLOWUSDT,Bybit,Binance,closed,103.60651963720154,2.0,207.2130392744031,0.0942,0.089,0.0946,0.092,0.00206171,-0.00025186,3.5210118892835185,3.675803558577188,-0.15479166929366978,0.08288521570976123,0.23216456572851518,0.31504978143827644,-2.6756307099871726,-1.2912463034934558,-2.6756307099871726,-1.2912463034934558,4.583333333333333
