episode,symbol,entry_time,exit_time,pnl_pct,pnl_usd,duration_hours,entry_fees_usd,exit_fees_usd,position_size_usd
1,PIPPINUSDT,2025-09-18 16:21:23.066472769+00:00,2025-09-18 17:21:23.066472769+00:00,-0.054860221710614415,-3.6536907659269198,1.0,0.6659999999999999,1.3319999999999999,3329.9999999999995
1,PIPPINUSDT,2025-09-18 19:21:23.066472769+00:00,2025-09-18 21:21:23.066472769+00:00,0.044515318757514806,1.4862684115026457,2.0,0.3338779667284182,0.6677559334568364,1669.3898336420907
1,ATHUSDT,2025-09-18 23:21:23.066472769+00:00,2025-09-19 00:21:23.066472769+00:00,-0.01433605978596496,-0.47886252155155523,1.0,0.3340265935695685,0.668053187139137,1670.1329678478423
1,ATHUSDT,2025-09-18 18:21:23.066472769+00:00,2025-09-19 05:21:23.066472769+00:00,-0.05608763092880137,-3.73407140697585,11.0,0.6657566641949892,1.3315133283899785,3328.783320974946
1,AIAUSDT,2025-09-19 17:21:23.066472769+00:00,2025-09-19 18:21:23.066472769+00:00,0.0,0.0,1.0,0.0,0.0,0.0
1,AIAUSDT,2025-09-19 16:21:23.066472769+00:00,2025-09-19 19:21:23.066472769+00:00,0.11987872007231092,4.001394588139536,3.0,0.33378689610014955,0.6675737922002991,1668.9344805007477
1,ATHUSDT,2025-09-19 21:21:23.066472769+00:00,2025-09-20 00:21:23.066472769+00:00,-0.014349490253670947,-0.47954136096565336,3.0,0.33418703555896356,0.6683740711179271,1670.9351777948177
1,ATHUSDT,2025-09-20 02:21:23.066472769+00:00,2025-09-20 03:21:23.066472769+00:00,-0.021474455014883435,-0.7175454672729829,1.0,0.3341390814228669,0.6682781628457338,1670.6954071143346
1,AIAUSDT,2025-09-19 12:21:23.066472769+00:00,2025-09-20 06:21:23.066472769+00:00,-0.12640357767688576,-8.413106984206209,18.0,0.6655750682715554,1.3311501365431109,3327.875341357777
1,IPUSDT,2025-09-20 11:21:23.066472769+00:00,2025-09-20 15:21:23.066472769+00:00,-0.04358530351376752,-2.897262257967224,4.0,0.6647337575731348,1.3294675151462696,3323.668787865674
1,IPUSDT,2025-09-20 04:21:23.066472769+00:00,2025-09-20 18:21:23.066472769+00:00,-0.02203013826225198,-0.7359549399982284,14.0,0.33406732687613966,0.6681346537522793,1670.3366343806983
1,IPUSDT,2025-09-20 19:21:23.066472769+00:00,2025-09-20 21:21:23.066472769+00:00,0.03050331872985666,1.0187917242123539,2.0,0.3339937313821398,0.6679874627642796,1669.9686569106989
1,STBLUSDT,2025-09-20 12:21:23.066472769+00:00,2025-09-20 22:21:23.066472769+00:00,0.0,0.0,10.0,0.0,0.0,0.0
1,ASTERUSDT,2025-09-20 17:21:23.066472769+00:00,2025-09-21 04:21:23.066472769+00:00,-0.12179092342756725,-8.092325214372774,11.0,0.6644440313473381,1.3288880626946762,3322.22015673669
1,XPINUSDT,2025-09-21 00:21:23.066472769+00:00,2025-09-21 06:21:23.066472769+00:00,-0.04658212475370936,-1.5562883410519261,6.0,0.33409561055456105,0.6681912211091221,1670.4780527728053
1,LUMIAUSDT,2025-09-21 05:21:23.066472769+00:00,2025-09-21 09:21:23.066472769+00:00,-0.030000000000000002,-1.9909043964777022,4.0,0.6636347988259007,1.3272695976518014,3318.1739941295036
1,TWTUSDT,2025-09-21 07:21:23.066472769+00:00,2025-09-21 10:21:23.066472769+00:00,-0.04967312672273296,-1.6587843029787335,3.0,0.33393998172045597,0.6678799634409119,1669.6999086022797
1,AVNTUSDT,2025-09-21 12:21:23.066472769+00:00,2025-09-21 15:21:23.066472769+00:00,0.05188028066526795,3.4455859591346174,3.0,0.6641417345764896,1.3282834691529792,3320.708672882448
1,ATHUSDT,2025-09-21 02:21:23.066472769+00:00,2025-09-21 15:21:23.066472769+00:00,0.0,0.0,13.0,0.0,0.0,0.0
2,BLESSUSDT,2025-10-16 01:05:19.798301697+00:00,2025-10-16 03:05:19.798301697+00:00,0.0,0.0,2.0,0.0,0.0,0.0
2,JELLYJELLYUSDT,2025-10-15 22:05:19.798301697+00:00,2025-10-16 05:05:19.798301697+00:00,-0.021898385976841357,-0.7314060916265015,7.0,0.33400000000000013,0.6680000000000003,1670.0000000000005
2,BLESSUSDT,2025-10-15 19:05:19.798301697+00:00,2025-10-16 08:05:19.798301697+00:00,0.13811273404298957,9.198308087263104,13.0,0.6659999999999999,1.3319999999999999,3329.9999999999995
2,DOODUSDT,2025-10-16 09:05:19.798301697+00:00,2025-10-16 13:05:19.798301697+00:00,-0.12431295205323536,-8.286252560320417,4.0,0.6665638956729094,1.3331277913458188,3332.8194783645467
2,OMUSDT,2025-10-16 06:05:19.798301697+00:00,2025-10-16 14:05:19.798301697+00:00,0.04445061314769166,1.484325364640574,8.0,0.33392685939083744,0.6678537187816749,1669.634296954187
2,YBUSDT,2025-10-16 15:05:19.798301697+00:00,2025-10-16 19:05:19.798301697+00:00,0.026848163136274507,1.7883853769660956,4.0,0.6661108873216772,1.3322217746433545,3330.554436608386
2,SUPERUSDT,2025-10-16 07:05:19.798301697+00:00,2025-10-16 21:05:19.798301697+00:00,0.0,0.0,14.0,0.0,0.0,0.0
2,MERLUSDT,2025-10-17 00:05:19.798301697+00:00,2025-10-17 04:05:19.798301697+00:00,0.0,0.0,4.0,0.0,0.0,0.0
2,OMUSDT,2025-10-16 20:05:19.798301697+00:00,2025-10-17 06:05:19.798301697+00:00,0.16377623631800575,10.911264090473146,10.0,0.666229993787783,1.332459987575566,3331.149968938915
2,ZORAUSDT,2025-10-17 05:05:19.798301697+00:00,2025-10-17 07:05:19.798301697+00:00,0.0,0.0,2.0,0.0,0.0,0.0
2,SUPERUSDT,2025-10-16 23:05:19.798301697+00:00,2025-10-17 09:05:19.798301697+00:00,-0.128985997102843,-4.3096200564882485,10.0,0.33411534222990935,0.6682306844598187,1670.5767111495466
2,ZORAUSDT,2025-10-17 13:05:19.798301697+00:00,2025-10-17 18:05:19.798301697+00:00,0.05695228691925842,3.7968361943513376,5.0,0.6666696632804464,1.3333393265608928,3333.348316402232
2,BANKUSDT,2025-10-17 16:05:19.798301697+00:00,2025-10-17 22:05:19.798301697+00:00,0.0,0.0,6.0,0.0,0.0,0.0
2,CLOUSDT,2025-10-17 15:05:19.798301697+00:00,2025-10-18 01:05:19.798301697+00:00,0.14277214588185289,4.773384491377549,10.0,0.33433583714064447,0.6686716742812889,1671.6791857032222
