episode,symbol,entry_time,exit_time,pnl_pct,pnl_usd,duration_hours,entry_fees_usd,exit_fees_usd,position_size_usd
1,INUSDT,2025-10-22 04:40:00+00:00,2025-10-22 06:40:00+00:00,0.0,0.0,2.0,0.0,0.0,0.0
1,MIRAUSDT,2025-10-22 02:40:00+00:00,2025-10-22 07:40:00+00:00,-0.03105814317686488,-1.0373419821072873,5.0,0.33400000000000013,0.6680000000000003,1670.0000000000005
1,OMUSDT,2025-10-22 00:40:00+00:00,2025-10-22 09:40:00+00:00,-0.012657811626313615,-0.8430102543124867,9.0,0.6659999999999999,1.3319999999999999,3329.9999999999995
1,OPENUSDT,2025-10-22 10:40:00+00:00,2025-10-22 14:40:00+00:00,0.08454797878330225,5.629836580294536,4.0,0.6658747685410544,1.3317495370821089,3329.3738427052717
1,ZBTUSDT,2025-10-22 16:40:00+00:00,2025-10-22 17:40:00+00:00,-0.1289477110748233,-0.0024246881661179488,1.0,0.0001880365417817302,0.0003760730835634604,0.940182708908651
1,OPENUSDT,2025-10-22 11:40:00+00:00,2025-10-22 18:40:00+00:00,0.1492785222865649,4.984965119052478,7.0,0.3339371962353037,0.6678743924706074,1669.6859811765185
1,ZBTUSDT,2025-10-22 19:40:00+00:00,2025-10-22 21:40:00+00:00,-0.014097257952687793,-0.4717273610731819,2.0,0.3346234868201742,0.6692469736403484,1673.117434100871
1,0GUSDT,2025-10-22 20:40:00+00:00,2025-10-22 22:40:00+00:00,0.0,0.0,2.0,0.0,0.0,0.0
1,DOODUSDT,2025-10-22 15:40:00+00:00,2025-10-22 23:40:00+00:00,-0.12208559677998479,-8.133949414051688,8.0,0.666249715657302,1.332499431314604,3331.2485782865097
1,INUSDT,2025-10-23 01:40:00+00:00,2025-10-23 02:40:00+00:00,0.0011592274399907724,0.03871868569235948,1.0,0.3340042200231879,0.6680084400463758,1670.0211001159396
1,INUSDT,2025-10-23 00:40:00+00:00,2025-10-23 04:40:00+00:00,-0.023284408781266298,-1.55076121814256,4.0,0.6660084147767757,1.3320168295535515,3330.0420738838784
1,XPINUSDT,2025-10-23 09:40:00+00:00,2025-10-23 10:40:00+00:00,0.08425504483800812,2.8137285467277917,1.0,0.333953717802604,0.667907435605208,1669.7685890130201
