episode,entry_datetime,exit_datetime,symbol,long_exchange,short_exchange,status,position_size_usd,leverage,margin_used_usd,entry_long_price,entry_short_price,exit_long_price,exit_short_price,long_funding_rate,short_funding_rate,funding_earned_usd,long_funding_earned_usd,short_funding_earned_usd,entry_fees_usd,exit_fees_usd,total_fees_usd,realized_pnl_usd,realized_pnl_pct,unrealized_pnl_usd,unrealized_pnl_pct,hours_held
1,2025-12-03 01:30:00+00:00,2025-12-03 05:55:00+00:00,SUPERUSDT,Bybit,Binance,closed,100.0,2.0,200.0,0.2823,0.2767,0.2715,0.2687,-0.00140861,-0.00125954,0.12563726869409653,1.4118636064400718,-1.2862263377459753,0.08,0.21260107334525943,0.2926010733452594,-2.1705416221824465,-1.0852708110912233,-2.1705416221824465,-1.0852708110912233,4.416666666666667
1,2025-12-03 08:30:00+00:00,2025-12-03 14:05:00+00:00,PIPPINUSDT,Bybit,Binance,closed,99.78294583778177,2.0,199.56589167556353,0.21557,0.20871,0.19359,0.18948,-0.0016403,-0.00363319,1.7633276730944258,7.370243060194172,-5.606915387099746,0.07982635667022542,0.19820042598419424,0.27802678265441966,-1.1016992137732502,-0.5520478497218827,-1.1016992137732502,-0.5520478497218827,5.583333333333333
1,2025-12-03 17:30:00+00:00,2025-12-04 10:30:00+00:00,PIPPINUSDT,Bybit,Binance,closed,99.67277591640445,2.0,199.3455518328089,0.16707,0.16319,0.20522,0.20003,-0.00465495,-0.00419655,2.2412502693676952,15.42898489254754,-13.187734623179844,0.07973822073312356,0.2690706212325755,0.34880884196569906,3.4738783128921025,1.7426414991219088,3.4738783128921025,1.7426414991219088,17.0
1,2025-12-04 16:30:00+00:00,2025-12-04 20:05:00+00:00,PIPPINUSDT,Bybit,Binance,closed,100.02016374769366,2.0,200.04032749538732,0.18277,0.1767,0.18723,0.18236,-0.00434179,-0.00431853,0.5624202910956706,4.146501053346031,-3.5840807622503608,0.08001613099815492,0.22623917184444386,0.3062553028425988,-1.0794034485814934,-0.5395929221353545,-1.0794034485814934,-0.5395929221353545,3.5833333333333335
1,2025-12-05 00:30:00+00:00,2025-12-05 10:05:00+00:00,REDUSDT,Bybit,Binance,closed,99.91222340283551,2.0,199.82444680567102,0.2734,0.2699,0.2679,0.2669,-0.00095271,-0.00056059,1.6578210652005887,2.5508590573488656,-0.8930379921482768,0.0799297787222684,0.2163679837416532,0.2962977624639216,-0.4774647959718845,-0.2389421332597099,-0.4774647959718845,-0.2389421332597099,9.583333333333334
1,2025-12-05 10:30:00+00:00,2025-12-05 11:40:00+00:00,AIAUSDT,Binance,Bybit,closed,99.86447692323833,2.0,199.72895384647666,0.3628,0.3518,0.3566,0.3434,1.25e-05,0.00039226,0.3821722516268045,-0.0025350428370942393,0.38470729446389873,0.07989158153859066,0.21521311847437313,0.2951047000129638,1.316856800038819,0.6593219333893032,1.316856800038819,0.6593219333893032,1.1666666666666667
1,2025-12-05 12:45:00+00:00,2025-12-06 07:00:00+00:00,CVCUSDT,Binance,Bybit,closed,99.99616260324221,2.0,199.99232520648442,0.05771,0.05823,0.04982,0.05002,-0.00062554,-0.000452,5.457823178438952,10.718001188450064,-5.260178010011112,0.07999693008259377,0.18944244543278377,0.26943937551537755,6.292360757660077,3.1463011148870117,6.292360757660077,3.1463011148870117,18.25
1,2025-12-06 07:30:00+00:00,2025-12-06 08:15:00+00:00,LUNA2USDT,Bybit,Binance,closed,100.62539867900821,2.0,201.25079735801643,0.11093,0.10796,0.1119,0.10949,-0.00534198,-0.00464113,0.9564026248156583,1.9770760277698542,-1.020673402954196,0.08050031894320657,0.22390426894696142,0.304404587890168,-0.377747008718351,-0.18769963333181505,-0.377747008718351,-0.18769963333181505,0.75
1,2025-12-06 08:45:00+00:00,2025-12-06 09:10:00+00:00,PIPPINUSDT,Binance,Bybit,closed,100.58762397813638,2.0,201.17524795627276,0.29456,0.29965,0.25561,0.25971,-0.00316448,-0.00293831,0.597659060054524,0.5951228286274991,0.0025362314270248373,0.08047009918250911,0.191912946019941,0.2723830452024501,0.9956231832831629,0.4949034204742576,0.9956231832831629,0.4949034204742576,0.4166666666666667
1,2025-12-06 09:30:00+00:00,2025-12-06 15:35:00+00:00,PIPPINUSDT,Bybit,Binance,closed,100.68718629646469,2.0,201.37437259292938,0.27336,0.26629,0.25047,0.24703,-0.00228495,-0.0018756,0.6914859106433164,3.415707396287101,-2.7242214856437847,0.08054974903717176,0.2042103685749664,0.28476011761213815,-2.3023966845462187,-1.1433414564624993,-2.3023966845462187,-1.1433414564624993,6.083333333333333
1,2025-12-06 15:40:00+00:00,2025-12-06 21:00:00+00:00,AIAUSDT,Binance,Bybit,closed,100.45694662801007,2.0,200.91389325602015,0.3608,0.3396,0.3557,0.3341,-0.0003055,0.00046809,2.087302992228045,0.5352669184962793,1.5520360737317656,0.08036555730240806,0.21766054243975294,0.298026099742161,2.0187616363534175,1.004789466590523,2.0187616363534175,1.004789466590523,5.333333333333333
1,2025-12-06 21:30:00+00:00,2025-12-07 02:30:00+00:00,PIPPINUSDT,Bybit,Binance,closed,100.65882279164542,2.0,201.31764558329084,0.24,0.2339,0.15149,0.15133,0.00056398,0.00075971,10.898113299353703,18.874150431191214,-7.976037131837512,0.08052705823331634,0.14150519176848567,0.222032250001802,5.629333571973796,2.7962444899768015,5.629333571973796,2.7962444899768015,5.0
1,2025-12-07 02:35:00+00:00,2025-12-07 11:00:00+00:00,DOODUSDT,Bybit,Binance,closed,101.2217561488428,2.0,202.4435122976856,0.005895,0.005783,0.005254,0.005201,-0.00145798,-0.0010909,2.974013328151248,6.408862199387345,-3.4348488712360967,0.08097740491907425,0.19936646798934174,0.280343872908416,0.6480850699776384,0.3201313110121571,0.6480850699776384,0.3201313110121571,8.416666666666666
1,2025-12-07 11:55:00+00:00,2025-12-07 20:30:00+00:00,MOODENGUSDT,Bybit,Binance,closed,101.28656465584055,2.0,202.5731293116811,0.10303,0.1025,0.0959,0.09519,-0.00226924,-0.00357982,1.7893567146609444,5.282737475338289,-3.4933807606773444,0.08102925172467244,0.20717495844006253,0.28820421016473496,1.8559733411244643,0.916199175789423,1.8559733411244643,0.916199175789423,8.583333333333334
1,2025-12-07 20:35:00+00:00,2025-12-07 22:05:00+00:00,AIAUSDT,Binance,Bybit,closed,101.47216198995301,2.0,202.94432397990602,0.3474,0.32,0.3365,0.3074,-0.00023371,-0.00112893,0.6454137428963473,0.08072228652564319,0.5646914563707042,0.08117772959196241,0.2153782367871256,0.296555966379088,1.382736562150604,0.6813378837279095,1.382736562150604,0.6813378837279095,1.5
1,2025-12-08 00:30:00+00:00,2025-12-08 01:05:00+00:00,SAHARAUSDT,Bybit,Binance,closed,101.61043564616807,2.0,203.22087129233614,0.03492,0.03472,0.03521,0.03487,-0.00129192,-0.00236345,0.7359013787442381,0.7359013787442381,0.0,0.08128834851693446,0.22495534931337746,0.3062436978303119,1.2467433208027057,0.6134917702469879,1.2467433208027057,0.6134917702469879,0.5833333333333334
1,2025-12-08 03:30:00+00:00,2025-12-08 08:30:00+00:00,MOODENGUSDT,Bybit,Binance,closed,101.73510997824833,2.0,203.47021995649666,0.09643,0.09584,0.09125,0.09111,-0.00046131,-0.00138384,0.473637157445697,2.0525527489510837,-1.5789155915053867,0.08138808798259867,0.21228123078167893,0.2936693187642776,-0.7724594664668074,-0.37964251802153876,-0.7724594664668074,-0.37964251802153876,5.0
1,2025-12-08 13:30:00+00:00,2025-12-09 00:25:00+00:00,AIAUSDT,Binance,Bybit,closed,101.65786403160166,2.0,203.31572806320332,0.3386,0.318,0.3243,0.3071,0.00026604,0.00055294,1.389741767422837,-0.3672568566083672,1.756998624031204,0.08132629122528133,0.21506382237133295,0.29639011359661427,-1.0122635621801566,-0.49787764666464035,-1.0122635621801566,-0.49787764666464035,10.916666666666666
