episode,entry_datetime,exit_datetime,symbol,long_exchange,short_exchange,status,position_size_usd,leverage,margin_used_usd,entry_long_price,entry_short_price,exit_long_price,exit_short_price,long_funding_rate,short_funding_rate,funding_earned_usd,long_funding_earned_usd,short_funding_earned_usd,entry_fees_usd,exit_fees_usd,total_fees_usd,realized_pnl_usd,realized_pnl_pct,unrealized_pnl_usd,unrealized_pnl_pct,hours_held
1,2025-12-30 00:00:00+00:00,2025-12-30 00:10:00+00:00,SQDUSDT,Bybit,Binance,closed,300.0,2.0,600.0,0.10189,0.10144,0.09998,0.09982,-0.00998354,-0.00653604,0.0,0.0,0.0,0.24000000000000002,0.6485417793734324,0.8885417793734324,-2.60004524664338,-0.4333408744405634,-2.60004524664338,-0.4333408744405634,0.16666666666666666
1,2025-12-30 00:15:00+00:00,2025-12-30 05:10:00+00:00,FLOWUSDT,Bybit,Binance,closed,99.73999547533566,2.0,199.47999095067132,0.1044,0.096,0.102,0.096,-0.00065123,-0.00071536,0.508877064277873,0.41913925833681615,0.08973780594105696,0.07979199638026853,0.2168001099254302,0.2965921063056987,-4.5656788971337505,-2.2887904071856413,-4.5656788971337505,-2.2887904071856413,4.916666666666667
1,2025-12-30 05:15:00+00:00,2025-12-30 06:20:00+00:00,RIVERUSDT,Bybit,Binance,closed,297.8502827568668,2.0,595.7005655137336,5.119,5.048,5.032,4.962,-0.00213401,-0.00184747,1.3105951378347653,2.317243376419177,-1.0066482385844118,0.23828022620549347,0.6441206449216761,0.8824008711271696,0.3110111122837933,0.05220930284254079,0.3110111122837933,0.05220930284254079,1.0833333333333333
1,2025-12-30 06:25:00+00:00,2025-12-30 08:15:00+00:00,POLYXUSDT,Bybit,Binance,closed,198.62905739370132,2.0,397.25811478740263,0.05917,0.05813,0.05679,0.05623,-0.0172334,-0.0154125,2.1460170030128225,8.960661237907333,-6.81464423489451,0.15890324591496105,0.4210394147195181,0.5799426606344792,-1.6851429653446526,-0.4241934658141538,-1.6851429653446526,-0.4241934658141538,1.8333333333333333
1,2025-12-30 08:20:00+00:00,2025-12-30 10:15:00+00:00,ZRXUSDT,Bybit,Binance,closed,99.14601440031619,2.0,198.29202880063238,0.16544,0.1605,0.17001,0.1665,-0.0039124,-0.00348574,0.5882308397830291,2.098138646038941,-1.509907806255912,0.07931681152025295,0.2251947464958915,0.30451155801614443,-1.4562181372974046,-0.7343805729889029,-1.4562181372974046,-0.7343805729889029,1.9166666666666667
1,2025-12-30 10:20:00+00:00,2025-12-30 11:05:00+00:00,ZRXUSDT,Bybit,Binance,closed,99.00039258658644,2.0,198.0007851731729,0.1693,0.1654,0.17679,0.1723,-0.00538439,-0.00555922,1.4616234087554592,2.5266742772636985,-1.0650508685082394,0.07920031406926915,0.22716493428656476,0.3063652483558339,1.8533188909175098,0.9360159300866326,1.8533188909175098,0.9360159300866326,0.75
1,2025-12-30 11:10:00+00:00,2025-12-30 17:05:00+00:00,WCTUSDT,Bybit,Binance,closed,99.1857244756782,2.0,198.3714489513564,0.08612,0.08535,0.09043,0.0898,-0.00505412,1.25e-05,4.517267764003821,6.896759460650131,-2.37949169664631,0.07934857958054256,0.22935635894881473,0.3087049385293573,3.884634408221383,1.9582628592756575,3.884634408221383,1.9582628592756575,5.916666666666667
1,2025-12-30 17:10:00+00:00,2025-12-31 00:45:00+00:00,ZRXUSDT,Bybit,Binance,closed,99.57418791650034,2.0,199.14837583300067,0.16929,0.1653,0.15686,0.1551,-0.00271674,-0.00216254,2.6332870525708794,7.4377467763653815,-4.804459723794502,0.07965935033320028,0.2042468694741301,0.2839062198073304,-0.3052166035470874,-0.15326090522728245,-0.3052166035470874,-0.15326090522728245,7.583333333333333
1,2025-12-31 00:50:00+00:00,2025-12-31 07:55:00+00:00,POLYXUSDT,Bybit,Binance,closed,99.54366625614563,2.0,199.08733251229125,0.05983,0.05784,0.05956,0.05887,-0.00573475,-0.00138236,1.2658953568559168,5.180303893444997,-3.9144085365890806,0.0796349330049165,0.22041050453279273,0.30004543753770924,-3.4331223296148723,-1.7244303222571522,-3.4331223296148723,-1.7244303222571522,7.083333333333333
1,2025-12-31 08:00:00+00:00,2026-01-01 02:40:00+00:00,RIVERUSDT,Bybit,Binance,closed,198.4007080463683,2.0,396.8014160927366,6.15,5.992,10.271,9.69,-0.00416109,-0.00426705,50.53412766542536,120.47730795223346,-69.9431802868081,0.15872056643709465,0.7175595761233592,0.8762801425604538,77.30518717156,19.48208449777633,77.30518717156,19.48208449777633,18.666666666666668
