episode,symbol,entry_time,exit_time,pnl_pct,pnl_usd,duration_hours,entry_fees_usd,exit_fees_usd,position_size_usd,entry_action,entry_probability,entry_hold_prob,exit_action,exit_probability,exit_hold_prob
1,OPENUSDT,2025-10-22 00:40:00+00:00,2025-10-22 03:40:00+00:00,-0.13015564954521971,-8.668366259711632,3.0,0.6659999999999999,1.3319999999999999,3329.9999999999995,1,0.14035679399967194,0.10111075639724731,6,0.14818482100963593,0.12191971391439438
1,MIRAUSDT,2025-10-22 02:40:00+00:00,2025-10-22 04:40:00+00:00,0.0,0.0,2.0,0.0,0.0,0.0,1,0.13187506794929504,0.1100563332438469,7,0.13275060057640076,0.1239461749792099
1,TREEUSDT,2025-10-22 01:40:00+00:00,2025-10-22 05:40:00+00:00,-0.02070297019891993,-0.6914792046439258,4.0,0.33400000000000013,0.6680000000000003,1670.0000000000005,1,0.14376449584960938,0.0962657630443573,6,0.1510132998228073,0.13728809356689453
1,FUSDT,2025-10-22 07:40:00+00:00,2025-10-22 09:40:00+00:00,1.0629947833603248,70.7291891222325,2.0,0.6653766342920738,1.3307532685841477,3326.883171460369,1,0.13380509614944458,0.12268584966659546,8,0.12867292761802673,0.10596778988838196
1,COAIUSDT,2025-10-22 13:40:00+00:00,2025-10-22 14:40:00+00:00,0.0,0.0,1.0,0.0,0.0,0.0,1,0.13365699350833893,0.102168008685112,7,0.15249387919902802,0.10606025904417038
1,COAIUSDT,2025-10-22 11:40:00+00:00,2025-10-22 19:40:00+00:00,0.5094998965074476,17.12173057531843,8.0,0.3360497360781731,0.6720994721563462,1680.2486803908655,1,0.14416086673736572,0.1082925871014595,6,0.13679982721805573,0.11184519529342651
1,COAIUSDT,2025-10-22 10:40:00+00:00,2025-10-23 00:40:00+00:00,0.851833095671031,57.08024524868667,14.0,0.6700871982876145,1.340174396575229,3350.4359914380725,1,0.14060068130493164,0.13780494034290314,8,0.1298666149377823,0.1066681519150734
1,ZBTUSDT,2025-10-22 22:40:00+00:00,2025-10-23 02:40:00+00:00,-0.08271813598600074,-2.793903553077846,4.0,0.3377619091357049,0.6755238182714098,1688.8095456785245,4,0.13633814454078674,0.09488064795732498,8,0.1372561752796173,0.0974070131778717
1,FUSDT,2025-10-23 01:40:00+00:00,2025-10-23 05:40:00+00:00,-0.2293434287326483,-15.481347679304616,4.0,0.6750290498774932,1.3500580997549865,3375.145249387466,1,0.1319027543067932,0.12227849662303925,7,0.124729685485363,0.11367446184158325
1,DOODUSDT,2025-10-23 09:40:00+00:00,2025-10-23 10:40:00+00:00,0.003511721956415361,0.11866729667970477,1.0,0.33791768867953337,0.6758353773590667,1689.5884433976667,1,0.14232468605041504,0.12690255045890808,8,0.13557545840740204,0.11673568189144135
1,COAIUSDT,2025-10-23 07:40:00+00:00,2025-10-23 14:40:00+00:00,0.20078954268159702,13.529438689782785,7.0,0.6738119181454165,1.347623836290833,3369.059590727082,4,0.1348138004541397,0.11710290610790253,8,0.13519173860549927,0.12077951431274414
1,APRUSDT,2025-10-23 15:40:00+00:00,2025-10-23 16:40:00+00:00,0.13399787935244545,9.041116734336297,1.0,0.6747208820041148,1.3494417640082297,3373.604410020574,2,0.16291609406471252,0.09093757718801498,6,0.13549450039863586,0.08001884073019028
1,APRUSDT,2025-10-23 13:40:00+00:00,2025-10-23 17:40:00+00:00,-0.39011270834759143,-13.183061409138098,4.0,0.33792955540920133,0.6758591108184027,1689.6477770460065,4,0.12581799924373627,0.11584542691707611,7,0.14693975448608398,0.09901741147041321
1,FUSDT,2025-10-23 20:40:00+00:00,2025-10-23 22:40:00+00:00,0.27295226650790105,18.409129916099648,2.0,0.6744450284887731,1.3488900569775462,3372.225142443865,4,0.13520638644695282,0.11796901375055313,8,0.15425674617290497,0.10267458856105804
1,AIAUSDT,2025-10-24 01:40:00+00:00,2025-10-24 05:40:00+00:00,-0.5409100006365176,-36.54772424419691,4.0,0.6756710765411852,1.3513421530823704,3378.355382705926,1,0.12642411887645721,0.09844472259283066,8,0.1373305320739746,0.10615970939397812
1,TURTLEUSDT,2025-10-24 02:40:00+00:00,2025-10-24 06:40:00+00:00,0.028316355635231345,0.9594998789174869,4.0,0.33885005940654045,0.6777001188130809,1694.2502970327023,5,0.12849420309066772,0.1252632886171341,7,0.13145741820335388,0.10331819206476212
1,AVNTUSDT,2025-10-22 15:40:00+00:00,2025-10-24 07:40:00+00:00,0.0,0.0,40.0,0.0,0.0,0.0,2,0.13776667416095734,0.10676205903291702,8,0.13564682006835938,0.12216281145811081
1,FUSDT,2025-10-24 13:40:00+00:00,2025-10-24 15:40:00+00:00,0.0,0.0,2.0,0.0,0.0,0.0,4,0.13276542723178864,0.1199440211057663,8,0.12379706650972366,0.11991653591394424
1,FUSDT,2025-10-24 16:40:00+00:00,2025-10-24 20:40:00+00:00,0.0,0.0,4.0,0.0,0.0,0.0,1,0.1689077615737915,0.08539382368326187,8,0.1289425492286682,0.11535348743200302
1,COAIUSDT,2025-10-24 21:40:00+00:00,2025-10-24 22:40:00+00:00,0.0,0.0,1.0,0.0,0.0,0.0,4,0.14383240044116974,0.1220565214753151,8,0.13150016963481903,0.10098367184400558
1,OPENUSDT,2025-10-24 11:40:00+00:00,2025-10-25 01:40:00+00:00,-0.32260601829347313,-10.893160388660622,14.0,0.3376614127127401,0.6753228254254802,1688.3070635637005,4,0.160364031791687,0.09341354668140411,7,0.14081938564777374,0.12249477207660675
1,COAIUSDT,2025-10-24 08:40:00+00:00,2025-10-25 02:40:00+00:00,1.4510618499005592,97.70012506523227,18.0,0.6733009007984576,1.3466018015969152,3366.504503992288,4,0.18148863315582275,0.0918230190873146,8,0.14561787247657776,0.11314435303211212
1,FUSDT,2025-10-25 10:40:00+00:00,2025-10-25 11:40:00+00:00,-0.5626172392982248,-19.160535760490788,1.0,0.34056076533293755,0.6811215306658751,1702.8038266646877,4,0.15440960228443146,0.0899353176355362,7,0.15958963334560394,0.10635878145694733
1,EVAAUSDT,2025-10-25 12:40:00+00:00,2025-10-25 17:40:00+00:00,-0.032303323138219514,-1.0939349552931972,5.0,0.33864471175688843,0.6772894235137769,1693.223558784442,1,0.17306533455848694,0.07385025173425674,7,0.14920613169670105,0.09523170441389084
1,BLESSUSDT,2025-10-25 13:40:00+00:00,2025-10-26 04:40:00+00:00,0.0,0.0,15.0,0.0,0.0,0.0,1,0.1343846321105957,0.11035984754562378,7,0.13776063919067383,0.13378602266311646
1,COAIUSDT,2025-10-25 18:40:00+00:00,2025-10-26 06:40:00+00:00,0.6305278015729878,21.34559299781465,12.0,0.3385353182613591,0.6770706365227182,1692.6765913067952,1,0.12602639198303223,0.09649085998535156,7,0.13487042486667633,0.08591475337743759
1,COAIUSDT,2025-10-26 05:40:00+00:00,2025-10-26 07:40:00+00:00,0.0,0.0,2.0,0.0,0.0,0.0,1,0.15889869630336761,0.09038949012756348,7,0.14356933534145355,0.11146161705255508
1,KAITOUSDT,2025-10-26 08:40:00+00:00,2025-10-26 09:40:00+00:00,-0.007648743096770605,-0.2605696374273461,1.0,0.3406698775611406,0.6813397551222812,1703.349387805703,1,0.15474310517311096,0.08974437415599823,7,0.15582695603370667,0.10996013134717941
1,FUSDT,2025-10-26 12:40:00+00:00,2025-10-26 16:40:00+00:00,0.21423548682345464,7.297799473908508,4.0,0.34064382059739795,0.6812876411947959,1703.2191029869896,1,0.1441427767276764,0.13542607426643372,7,0.18378980457782745,0.09326199442148209
1,COAIUSDT,2025-10-26 15:40:00+00:00,2025-10-26 17:40:00+00:00,0.0,0.0,2.0,0.0,0.0,0.0,4,0.14592580497264862,0.10735072940587997,7,0.15725074708461761,0.10831478238105774
1,MERLUSDT,2025-10-25 07:40:00+00:00,2025-10-26 19:40:00+00:00,-0.05639925349184304,-3.8299731657594855,36.0,0.6790822446459173,1.3581644892918345,3395.411223229586,4,0.14540177583694458,0.11370249837636948,6,0.13215398788452148,0.12193600088357925
1,BLUAIUSDT,2025-10-26 21:40:00+00:00,2025-10-26 23:40:00+00:00,-0.015097927902361889,-0.5143929428328435,2.0,0.3407043311899595,0.681408662379919,1703.5216559497976,1,0.161505788564682,0.11800126731395721,7,0.13434654474258423,0.08902877569198608
1,DOODUSDT,2025-10-27 00:40:00+00:00,2025-10-27 05:40:00+00:00,0.3824229413054567,13.02734808829543,5.0,0.3406528918956763,0.6813057837913526,1703.2644594783815,1,0.12802377343177795,0.11981666833162308,7,0.1380143165588379,0.12509095668792725
1,COAIUSDT,2025-10-26 22:40:00+00:00,2025-10-27 06:40:00+00:00,0.0,0.0,8.0,0.0,0.0,0.0,2,0.142162024974823,0.13081815838813782,8,0.13842561841011047,0.07889102399349213
1,FUSDT,2025-10-27 07:40:00+00:00,2025-10-27 08:40:00+00:00,-0.05257372791687625,-1.7977882078007592,1.0,0.34195562670450586,0.6839112534090117,1709.778133522529,4,0.15998101234436035,0.10652701556682587,8,0.1392487734556198,0.09984514862298965
1,COAIUSDT,2025-10-26 20:40:00+00:00,2025-10-27 14:40:00+00:00,2.516832745646294,170.98569291518712,18.0,0.6793685166841706,1.3587370333683413,3396.842583420853,4,0.14756184816360474,0.11432433873414993,8,0.14245444536209106,0.0875207707285881
1,COAIUSDT,2025-10-27 09:40:00+00:00,2025-10-27 17:40:00+00:00,0.711549303743296,24.319036659793962,8.0,0.3417758478837257,0.6835516957674515,1708.8792394186285,1,0.1768854260444641,0.07943235337734222,8,0.13706448674201965,0.10453969985246658
1,FUSDT,2025-10-27 15:40:00+00:00,2025-10-27 19:40:00+00:00,0.07709609632691425,5.330962184154929,4.0,0.6914697939503702,1.3829395879007405,3457.348969751851,4,0.15790200233459473,0.0924370214343071,7,0.1658085733652115,0.09830372780561447
1,B2USDT,2025-10-27 20:40:00+00:00,2025-10-27 22:40:00+00:00,0.1178988096075025,8.158631699585113,2.0,0.6920028901687857,1.3840057803375714,3460.0144508439284,4,0.15612450242042542,0.08793589472770691,6,0.12711095809936523,0.09718403965234756
1,COAIUSDT,2025-10-27 10:40:00+00:00,2025-10-27 23:40:00+00:00,0.0,0.0,13.0,0.0,0.0,0.0,2,0.1571647971868515,0.07815231382846832,6,0.15894435346126556,0.10456620901823044
1,RIVERUSDT,2025-10-27 18:40:00+00:00,2025-10-28 01:40:00+00:00,0.10833418375235504,3.78308433579058,7.0,0.3492050435750241,0.6984100871500482,1746.0252178751202,4,0.1555972844362259,0.11230790615081787,6,0.12179116159677505,0.10451792925596237
1,DOODUSDT,2025-10-28 04:40:00+00:00,2025-10-28 05:40:00+00:00,0.005524371221921931,0.19312282094993305,1.0,0.349583352008603,0.699166704017206,1747.916760043015,2,0.15119458734989166,0.08823955059051514,6,0.1394387185573578,0.100801482796669
1,COAIUSDT,2025-10-28 00:40:00+00:00,2025-10-28 11:40:00+00:00,0.37071273482489553,25.683673478818058,11.0,0.6928187533387442,1.3856375066774884,3464.093766693721,4,0.1314208209514618,0.0971960797905922,8,0.1442476361989975,0.07794972509145737
1,TURTLEUSDT,2025-10-28 12:40:00+00:00,2025-10-28 18:40:00+00:00,0.0027225130890107256,0.18932005379988204,6.0,0.695387120686626,1.390774241373252,3476.93560343313,1,0.17657171189785004,0.08238455653190613,7,0.1404297798871994,0.10445616394281387
1,FUSDT,2025-10-28 07:40:00+00:00,2025-10-28 22:40:00+00:00,0.010923364794397485,0.3818837435140574,15.0,0.3496026642906981,0.6992053285813962,1748.0133214534903,4,0.1668599545955658,0.09835288673639297,7,0.14972728490829468,0.09753991663455963
1,COAIUSDT,2025-10-28 23:40:00+00:00,2025-10-29 00:40:00+00:00,-0.0583559031061497,-2.0403607720073187,1.0,0.34964085266504946,0.6992817053300989,1748.2042633252472,1,0.16015224158763885,0.09639565646648407,7,0.14739319682121277,0.10800127685070038
1,FUSDT,2025-10-28 19:40:00+00:00,2025-10-29 00:40:00+00:00,0.004356214863368539,0.30293381828133614,5.0,0.695406052692006,1.390812105384012,3477.03026346003,4,0.1391129344701767,0.12355394661426544,7,0.1345658004283905,0.10780304670333862
1,VANAUSDT,2025-10-28 08:40:00+00:00,2025-10-29 00:40:00+00:00,0.0,0.0,16.0,0.0,0.0,0.0,1,0.17215599119663239,0.07513395696878433,7,0.1368657499551773,0.12860915064811707
